"","V1"
"4895",8
"4896",8
"4897",8
"4898",8
"4899",8
"4900",8
"4901",8
"4902",8
"4903",8
"4904",8
"4905",8
"4906",8
"4907",14
"4908",15
"4909",15
"4910",5
"4911",5
"4912",10
"4913",10
"4914",15
"4915",2
"4916",15
"4917",8
"4918",1
"4919",9
"4920",9
"4921",5
"4922",9
"4923",19
"4924",5
"4925",5
"4926",15
"4927",5
"4928",15
"4929",9
"4930",5
"4931",5
"4932",8
"4933",5
"4934",17
"4935",5
"4936",12
"4937",8
"4938",11
"4939",9
"4940",6
"4941",8
"4942",14
"4943",8
"4944",15
"4945",5
"4946",5
"4947",13
"4948",9
"4949",9
"4950",5
"4951",5
"4952",9
"4953",5
"4954",8
"4955",15
"4956",14
"4957",2
"4958",5
"4959",8
"4960",15
"4961",15
"4962",9
"4963",15
"4964",5
"4965",8
"4966",8
"4967",5
"4968",6
"4969",5
"4970",1
"4971",10
"4972",13
"4973",1
"4974",5
"4975",8
"4976",5
"4977",1
"4978",2
"4979",2
"4980",9
"4981",8
"4982",5
"4983",14
"4984",9
"4985",13
"4986",8
"4987",5
"4988",8
"4989",6
"4990",9
"4991",5
"4992",5
"4993",1
"4994",15
"4995",8
"4996",15
"4997",5
"4998",10
"4999",5
"5000",13
"5001",8
"5002",5
"5003",5
"5004",5
"5005",5
"5006",5
"5007",15
"5008",13
"5009",5
"5010",8
"5011",13
"5012",9
"5013",10
"5014",6
"5015",5
"5016",9
"5017",8
"5018",13
"5019",12
"5020",8
"5021",12
"5022",17
"5023",9
"5024",8
"5026",5
"5027",2
"5028",8
"5029",4
"5030",5
"5031",4
"5032",8
"5033",6
"5034",5
"5035",5
"5036",2
"5037",15
"5038",15
"5039",5
"5040",8
"5041",5
"5042",13
"5043",5
"5044",12
"5045",8
"5046",15
"5047",8
"5048",9
"5049",8
"5050",7
"5051",15
"5052",6
"5053",5
"5054",5
"5055",8
"5056",5
"5057",15
"5058",5
"5059",9
"5060",5
"5061",15
"5062",6
"5063",4
"5064",8
"5065",15
"5066",1
"5067",6
"5068",5
"5069",1
"5070",4
"5071",5
"5072",9
"5073",15
"5074",4
"5075",15
"5076",2
"5077",4
"5078",13
"5079",5
"5080",9
"5081",5
"5082",13
"5083",12
"5084",12
"5085",12
"5086",5
"5087",5
"5088",8
"5089",5
"5090",14
"5091",9
"5092",9
"5093",5
"5094",9
"5095",15
"5096",15
"5097",8
"5098",10
"5099",4
"5100",5
"5101",9
"5102",9
"5103",9
"5104",8
"5105",8
"5106",8
"5107",9
"5108",12
"5109",5
"5110",5
"5111",5
"5112",8
"5113",19
"5114",14
"5115",9
"5116",5
"5117",4
"5118",9
"5119",3
"5120",17
"5121",4
"5122",11
"5123",9
"5124",9
"5125",2
"5126",4
"5127",5
"5128",1
"5129",15
"5130",9
"5131",5
"5133",9
"5135",5
"5136",9
"5137",7
"5138",14
"5139",1
"5140",15
"5141",5
"5142",2
"5143",5
"5144",1
"5145",9
"5146",5
"5147",9
"5148",5
"5149",8
"5150",5
"5151",8
"5152",4
"5153",9
"5154",9
"5155",17
"5156",5
"5157",4
"5158",6
"5159",8
"5160",8
"5161",4
"5162",15
"5163",9
"5164",15
"5165",15
"5166",9
"5167",4
"5168",2
"5169",12
"5170",9
"5171",17
"5172",12
"5173",10
"5174",15
"5175",5
"5177",5
"5178",8
"5179",9
"5180",5
"5181",5
"5182",4
"5183",5
"5184",5
"5185",2
"5186",10
"5187",5
"5188",5
"5189",19
"5190",1
"5191",5
"5192",5
"5193",5
"5194",5
"5195",4
"5196",1
"5197",5
"5198",2
"5199",18
"5200",15
"5201",4
"5202",5
"5203",5
"5204",10
"5205",19
"5206",5
"5207",4
"5208",5
"5209",8
"5210",5
"5211",9
"5212",5
"5213",5
"5214",12
"5215",12
"5216",5
"5217",6
"5218",14
"5219",2
"5220",17
"5221",5
"5222",5
"5223",5
"5224",5
"5225",5
"5226",5
"5227",9
"5228",5
"5229",2
"5230",5
"5231",5
"5232",5
"5233",5
"5234",6
"5235",6
"5236",15
"5237",9
"5238",5
"5239",5
"5240",14
"5241",4
"5242",9
"5243",4
"5244",5
"5245",14
"5246",12
"5247",5
"5248",2
"5249",8
"5250",5
"5251",4
"5252",4
"5253",5
"5254",9
"5255",8
"5256",15
"5257",19
"5258",13
"5259",9
"5260",15
"5261",5
"5262",5
"5264",8
"5265",9
"5266",15
"5267",5
"5268",5
"5269",12
"5270",8
"5271",9
"5272",8
"5273",1
"5274",15
"5275",5
"5276",5
"5277",8
"5278",5
"5279",12
"5280",5
"5281",6
"5282",8
"5283",1
"5284",15
"5285",19
"5286",6
"5287",5
"5288",1
"5289",3
"5290",8
"5291",5
"5292",5
"5293",8
"5294",12
"5295",5
"5296",6
"5297",5
"5298",12
"5299",15
"5300",5
"5301",15
"5302",1
"5303",12
"5304",4
"5305",5
"5306",4
"5307",6
"5308",2
"5309",5
"5310",8
"5311",10
"5312",6
"5313",4
"5314",9
"5315",5
"5316",5
"5317",5
"5318",12
"5319",15
"5320",15
"5321",5
"5322",8
"5324",12
"5325",18
"5326",7
"5327",7
"5328",7
"5329",18
"5330",7
"5331",7
"5332",12
"5333",13
"5334",7
"5335",18
"5336",18
"5337",13
"5338",7
"5339",12
"5340",19
"5341",7
"5342",18
"5343",4
"5344",7
"5345",12
"5346",12
"5347",7
"5348",7
"5349",7
"5350",16
"5351",7
"5352",4
"5353",7
"5354",18
"5355",3
"5356",7
"5357",16
"5358",11
"5359",7
"5360",16
"5361",19
"5362",18
"5363",7
"5364",18
"5365",16
"5366",16
"5367",7
"5368",7
"5369",7
"5370",18
"5371",18
"5372",16
"5373",3
"5374",7
"5375",12
"5376",7
"5377",7
"5378",7
"5379",18
"5380",7
"5381",7
"5382",7
"5383",13
"5384",16
"5385",16
"5386",7
"5387",16
"5388",18
"5389",20
"5390",7
"5391",7
"5392",12
"5393",18
"5394",18
"5395",7
"5396",20
"5397",18
"5398",4
"5399",14
"5400",18
"5401",13
"5402",19
"5403",7
"5404",18
"5405",12
"5406",7
"5407",7
"5408",7
"5409",14
"5410",7
"5411",15
"5412",7
"5413",7
"5414",18
"5415",18
"5416",7
"5417",7
"5418",12
"5419",18
"5420",13
"5421",7
"5422",18
"5423",6
"5424",7
"5425",7
"5426",7
"5427",6
"5428",7
"5429",7
"5430",13
"5431",7
"5432",7
"5433",13
"5434",7
"5435",7
"5436",7
"5437",18
"5438",7
"5439",7
"5440",18
"5441",7
"5442",20
"5443",18
"5444",6
"5445",18
"5446",7
"5447",7
"5448",7
"5449",7
"5450",18
"5451",7
"5452",12
"5453",18
"5454",7
"5455",12
"5456",7
"5457",18
"5458",7
"5459",7
"5460",7
"5461",7
"5462",18
"5463",13
"5464",7
"5465",7
"5466",7
"5467",19
"5468",14
"5469",7
"5470",7
"5471",12
"5472",3
"5473",7
"5474",7
"5475",20
"5476",20
"5477",13
"5478",20
"5479",12
"5480",18
"5481",13
"5482",14
"5483",14
"5484",12
"5485",18
"5486",18
"5487",7
"5488",18
"5489",18
"5490",7
"5491",7
"5492",20
"5493",18
"5494",18
"5495",13
"5496",7
"5497",14
"5498",7
"5499",13
"5500",20
"5501",7
"5502",14
"5503",18
"5504",13
"5505",7
"5506",20
"5507",12
"5508",7
"5509",7
"5510",20
"5511",4
"5512",7
"5513",7
"5514",7
"5515",7
"5516",20
"5517",20
"5518",7
"5519",7
"5520",19
"5521",7
"5522",7
"5523",18
"5524",12
"5525",18
"5526",7
"5527",20
"5528",13
"5529",18
"5530",7
"5531",13
"5532",7
"5533",13
"5534",13
"5535",7
"5536",13
"5537",13
"5538",18
"5539",13
"5540",7
"5541",7
"5542",13
"5543",13
"5544",18
"5545",18
"5546",18
"5547",12
"5548",7
"5549",18
"5550",13
"5551",7
"5552",13
"5553",13
"5554",18
"5555",7
"5556",13
"5557",13
"5558",13
"5559",13
"5560",12
"5561",13
"5562",13
"5563",18
"5564",7
"5565",18
"5566",13
"5567",12
"5568",13
"5569",13
"5570",13
"5571",12
"5572",7
"5573",13
"5574",13
"5575",7
"5576",7
"5577",7
"5578",16
"5579",7
"5580",13
"5581",7
"5582",13
"5583",14
"5584",7
"5585",7
"5586",7
"5587",7
"5588",7
"5589",18
"5590",18
"5591",7
"5592",7
"5593",7
"5594",18
"5595",7
"5596",12
"5597",7
"5598",7
"5599",14
"5600",7
"5601",7
"5602",7
"5603",7
"5604",7
"5605",7
"5606",19
"5607",7
"5608",20
"5609",12
"5610",7
"5611",7
"5612",7
"5613",18
"5614",7
"5615",7
"5616",7
"5617",7
"5618",7
"5619",7
"5620",7
"5621",12
"5622",20
"5623",18
"5624",12
"5625",7
"5626",18
"5627",7
"5628",18
"5629",7
"5630",7
"5631",14
"5632",19
"5633",3
"5634",19
"5635",7
"5636",19
"5637",7
"5638",7
"5639",20
"5640",19
"5641",20
"5642",18
"5643",7
"5644",20
"5645",7
"5646",7
"5647",12
"5648",18
"5649",7
"5650",14
"5651",18
"5652",18
"5653",17
"5654",18
"5655",7
"5656",18
"5657",18
"5658",18
"5659",18
"5660",7
"5661",14
"5662",18
"5663",11
"5664",19
"5665",12
"5666",7
"5667",18
"5668",12
"5669",14
"5670",18
"5671",18
"5672",18
"5673",18
"5674",7
"5675",20
"5676",7
"5677",18
"5678",13
"5679",7
"5680",18
"5681",7
"5682",7
"5683",18
"5684",7
"5685",20
"5686",12
"5687",14
"5688",7
"5689",20
"5690",14
"5691",18
"5692",13
"5693",18
"5694",7
"5695",18
"5696",18
"5697",7
"5698",7
"5699",7
"5700",7
"5701",11
"5702",7
"5703",6
"5704",12
"5705",7
"5706",18
"5707",12
"5708",18
"5709",18
"5710",18
"5711",18
"5712",20
"5713",19
"5714",7
"5715",12
"5716",18
"5717",18
"5718",20
"5719",18
"5720",18
"5721",18
"5722",18
"5723",12
"5724",7
"5725",18
"5726",18
"5727",7
"5728",16
"5729",18
"5730",18
"5731",18
"5732",7
"5733",18
"5734",7
"5735",19
"5736",20
"5737",18
"5738",18
"5739",7
"5740",7
"5741",18
"5742",14
"5743",18
"5744",18
"5745",18
"5746",18
"5747",7
"5748",14
"5749",18
"5750",7
"5751",12
"5752",18
"5753",20
"5754",18
"5755",18
"5756",18
"5757",7
"5758",18
"5759",13
"5760",18
"5761",18
"5762",13
"5763",7
"5764",18
"5765",7
"5766",7
"5767",18
"5768",18
"5769",20
"5770",7
"5771",19
"5772",2
"5773",7
"5774",13
"5775",19
"5776",13
"5777",14
"5778",20
"5779",7
"5780",18
"5781",7
"5782",14
"5783",18
"5784",18
"5785",18
"5786",18
"5787",19
"5788",14
"5789",18
"5790",18
"5791",7
"5792",7
"5793",18
"5794",18
"5795",18
"5796",18
"5797",9
"5798",7
"5799",14
"5800",12
"5801",18
"5802",18
"5803",7
"5804",18
"5805",18
"5806",7
"5807",7
"5808",13
"5809",18
"5810",3
"5811",7
"5812",7
"5813",18
"5814",18
"5815",15
"5816",6
"5817",18
"5818",18
"5819",7
"5820",7
"5821",7
"5822",7
"5823",14
"5824",14
"5825",7
"5826",7
"5827",12
"5828",18
"5829",18
"5830",7
"5831",18
"5832",7
"5833",13
"5834",7
"5835",18
"5836",7
"5837",14
"5838",7
"5839",18
"5840",7
"5841",12
"5842",20
"5843",19
"5844",14
"5845",20
"5846",14
"5847",18
"5848",18
"5849",14
"5850",7
"5851",18
"5852",7
"5853",20
"5854",18
"5855",7
"5856",20
"5857",7
"5858",18
"5859",13
"5860",20
"5861",14
"5862",18
"5863",18
"5864",19
"5865",12
"5866",14
"5867",7
"5868",18
"5869",12
"5870",13
"5871",7
"5872",3
"5873",7
"5874",7
"5875",7
"5876",18
"5877",20
"5878",12
"5879",14
"5880",7
"5881",20
"5882",7
"5883",14
"5884",18
"5885",7
"5886",18
"5887",18
"5888",18
"5889",7
"5890",3
"5891",18
"5892",20
"5893",7
"5894",7
"5895",18
"5896",7
"5897",7
"5898",18
"5899",18
"5900",4
"5901",14
"5902",18
"5903",18
"5904",14
"5905",6
"5906",7
"5907",7
"5908",18
"5909",3
"5910",7
"5911",7
"5912",18
"5913",20
"5914",12
"5915",7
"5916",7
"5917",7
"5918",7
"5919",18
"5920",7
"5921",14
"5922",7
"5923",12
"5924",7
"5925",20
"5926",7
"5927",7
"5928",20
"5929",7
"5930",12
"5931",6
"5932",7
"5933",7
"5934",7
"5935",7
"5936",7
"5937",15
"5938",7
"5939",7
"5940",7
"5941",7
"5942",7
"5943",18
"5944",18
"5945",18
"5946",20
"5947",4
"5948",18
"5949",7
"5950",7
"5951",14
"5952",12
"5953",18
"5954",7
"5955",18
"5956",18
"5957",18
"5958",7
"5959",18
"5960",13
"5961",20
"5962",18
"5963",12
"5964",12
"5965",14
"5966",20
"5967",18
"5968",7
"5969",7
"5970",18
"5971",18
"5972",12
"5973",7
"5974",12
"5975",20
"5976",7
"5977",7
"5978",7
"5979",7
"5980",14
"5981",18
"5982",7
"5983",13
"5984",13
"5985",7
"5986",15
"5987",7
"5988",18
"5989",7
"5990",12
"5991",1
"5992",19
"5993",7
"5994",7
"5995",18
"5996",18
"5997",7
"5998",7
"5999",19
"6000",7
"6001",7
"6002",6
"6003",18
"6004",3
"6005",7
"6006",7
"6007",20
"6008",20
"6009",7
"6010",13
"6011",7
"6012",7
"6013",7
"6014",7
"6015",7
"6016",9
"6017",13
"6018",7
"6019",7
"6020",18
"6021",20
"6022",7
"6023",7
"6024",18
"6025",7
"6026",14
"6027",18
"6028",7
"6029",7
"6030",18
"6031",12
"6032",7
"6033",7
"6034",12
"6035",20
"6036",7
"6037",18
"6038",20
"6039",14
"6040",18
"6041",18
"6042",12
"6043",7
"6044",7
"6045",18
"6046",7
"6047",13
"6048",7
"6049",7
"6050",20
"6051",20
"6052",7
"6053",7
"6054",13
"6055",7
"6056",7
"6057",7
"6058",18
"6059",7
"6060",7
"6061",12
"6062",7
"6063",3
"6064",20
"6065",19
"6066",12
"6067",7
"6068",7
"6069",13
"6070",20
"6071",7
"6072",18
"6073",7
"6074",18
"6075",18
"6076",7
"6077",18
"6078",20
"6079",19
"6080",7
"6081",7
"6082",18
"6083",7
"6084",7
"6085",7
"6086",16
"6087",7
"6088",18
"6089",7
"6090",14
"6091",20
"6092",20
"6093",7
"6094",20
"6095",7
"6096",7
"6097",1
"6098",7
"6099",18
"6100",4
"6101",7
"6102",3
"6103",14
"6104",20
"6105",7
"6106",7
"6107",7
"6108",17
"6109",7
"6110",18
"6111",18
"6112",7
"6113",18
"6114",20
"6115",18
"6116",20
"6117",7
"6118",7
"6119",7
"6120",18
"6121",18
"6122",7
"6123",18
"6124",20
"6125",7
"6126",18
"6127",13
"6128",18
"6129",18
"6130",20
"6131",7
"6132",20
"6133",20
"6134",20
"6135",18
"6136",18
"6137",20
"6138",18
"6139",7
"6140",18
"6141",18
"6142",7
"6143",7
"6144",2
"6145",7
"6146",7
"6147",17
"6148",20
"6149",18
"6150",7
"6151",7
"6152",7
"6153",7
"6154",7
"6155",11
"6156",20
"6157",20
"6158",12
"6159",7
"6160",14
"6161",7
"6162",18
"6163",7
"6164",7
"6165",18
"6166",7
"6167",14
"6168",20
"6169",7
"6170",18
"6171",7
"6172",20
"6173",7
"6174",1
"6175",18
"6176",7
"6177",2
"6178",7
"6179",20
"6180",7
"6181",18
"6182",7
"6183",20
"6184",20
"6185",18
"6186",20
"6187",7
"6188",20
"6189",20
"6190",15
"6191",20
"6192",20
"6193",7
"6194",20
"6195",20
"6196",20
"6197",13
"6198",20
"6199",20
"6200",20
"6201",20
"6202",20
"6203",7
"6204",20
"6205",7
"6206",18
"6207",18
"6208",14
"6209",18
"6210",20
"6211",7
"6212",7
"6213",14
"6214",7
"6215",20
"6216",20
"6217",16
"6218",20
"6219",14
"6220",18
"6221",14
"6222",16
"6223",20
"6224",18
"6225",20
"6226",18
"6227",13
"6228",7
"6229",18
"6230",18
"6231",20
"6232",20
"6233",20
"6234",18
"6235",7
"6236",7
"6237",7
"6238",7
"6239",18
"6240",13
"6241",20
"6242",20
"6243",19
"6244",7
"6245",20
"6246",18
"6247",14
"6248",4
"6249",18
"6250",13
"6251",20
"6252",7
"6253",7
"6254",7
"6255",7
"6256",19
"6257",20
"6258",12
"6259",18
"6260",14
"6261",20
"6262",20
"6263",20
"6264",16
"6265",7
"6266",7
"6267",18
"6268",7
"6269",20
"6270",18
"6271",20
"6272",12
"6273",14
"6274",20
"6275",7
"6276",7
"6277",7
"6278",7
"6279",20
"6280",18
"6281",7
"6282",7
"6283",18
"6284",5
"6285",12
"6286",3
"6287",14
"6288",20
"6289",7
"6290",18
"6291",18
"6292",18
"6293",20
"6294",7
"6295",6
"6296",20
"6297",19
"6298",7
"6299",7
"6300",7
"6301",20
"6302",20
"6303",7
"6304",7
"6305",18
"6306",20
"6307",20
"6308",6
"6309",20
"6310",12
"6311",20
"6312",7
"6313",20
"6314",7
"6315",17
"6316",20
"6317",20
"6318",7
"6319",20
"6320",7
"6321",7
"6322",18
"6323",18
"6324",7
"6325",18
"6326",7
"6327",7
"6328",7
"6329",18
"6330",7
"6331",18
"6332",18
"6333",7
"6334",7
"6335",7
"6336",18
"6337",7
"6338",18
"6339",7
"6340",7
"6341",7
"6342",7
"6343",18
"6344",7
"6345",7
"6346",3
"6347",19
"6348",17
"6349",14
"6350",5
"6351",17
"6352",7
"6353",18
"6354",18
"6355",7
"6356",7
"6357",3
"6358",13
"6359",18
"6360",18
"6361",18
"6362",7
"6363",19
"6364",7
"6365",7
"6366",18
"6367",7
"6368",7
"6369",18
"6370",7
"6371",14
"6372",7
"6373",18
"6374",18
"6375",20
"6376",7
"6377",7
"6378",14
"6379",7
"6380",7
"6381",18
"6382",7
"6383",3
"6384",7
"6385",12
"6386",20
"6387",7
"6388",7
"6389",18
"6390",7
"6391",7
"6392",18
"6393",7
"6394",15
"6395",18
"6396",5
"6397",7
"6398",7
"6399",17
"6400",7
"6401",18
"6402",7
"6403",18
"6404",18
"6405",18
"6406",18
"6407",7
"6408",7
"6409",18
"6410",18
"6411",15
"6412",7
"6413",7
"6414",12
"6415",16
"6416",18
"6417",18
"6418",20
"6419",19
"6420",18
"6421",7
"6422",7
"6423",18
"6424",18
"6425",18
"6426",7
"6427",7
"6428",7
"6429",7
"6430",18
"6431",18
"6432",14
"6433",18
"6434",7
"6435",6
"6436",18
"6437",14
"6438",7
"6439",18
"6440",12
"6441",15
"6442",12
"6443",7
"6444",7
"6445",20
"6446",14
"6447",7
"6448",18
"6449",14
"6450",18
"6451",7
"6452",7
"6453",7
"6454",7
"6455",7
"6456",7
"6457",7
"6459",7
"6460",7
"6461",15
"6462",20
"6463",20
"6464",18
"6465",7
"6466",7
"6467",18
"6468",9
"6469",7
"6470",7
"6471",16
"6472",12
"6473",12
"6474",3
"6475",7
"6476",18
"6477",7
"6478",15
"6479",18
"6480",7
"6481",12
"6482",7
"6483",18
"6484",7
"6485",7
"6486",18
"6487",7
"6488",7
"6489",7
"6490",12
"6491",18
"6492",14
"6493",18
"6494",18
"6495",14
"6496",7
"6497",2
"6498",18
"6499",7
"6500",18
"6501",18
"6502",18
"6503",7
"6504",12
"6505",18
"6506",15
"6507",7
"6508",18
"6509",7
"6510",7
"6511",18
"6512",18
"6513",18
"6514",18
"6515",16
"6516",7
"6517",18
"6518",7
"6519",18
"6520",20
"6521",18
"6522",18
"6523",7
"6524",7
"6525",7
"6526",3
"6527",18
"6528",7
"6529",7
"6530",7
"6531",7
"6532",7
"6533",7
"6534",7
"6535",7
"6536",7
"6537",20
"6538",6
"6539",7
"6540",12
"6541",18
"6542",7
"6543",18
"6544",19
"6545",20
"6546",7
"6547",18
"6548",18
"6549",18
"6550",7
"6551",20
"6552",7
"6553",7
"6554",7
"6555",18
"6556",20
"6557",3
"6558",13
"6559",13
"6560",7
"6561",7
"6562",18
"6563",18
"6565",18
"6566",1
"6567",18
"6568",7
"6569",7
"6570",20
"6571",20
"6572",18
"6573",7
"6574",7
"6575",7
"6576",7
"6577",12
"6578",18
"6579",7
"6580",7
"6581",7
"6582",7
"6583",18
"6584",7
"6585",17
"6586",18
"6587",7
"6588",7
"6589",7
"6590",12
"6591",20
"6592",7
"6593",7
"6594",7
"6595",7
"6596",7
"6597",18
"6598",13
"6599",14
"6600",7
"6601",20
"6602",7
"6603",18
"6604",7
"6605",12
"6606",20
"6607",18
"6608",7
"6609",20
"6610",7
"6611",18
"6612",18
"6613",12
"6614",20
"6615",7
"6616",20
"6617",17
"6618",3
"6619",7
"6620",20
"6621",7
"6622",7
"6623",18
"6624",14
"6625",7
"6626",17
"6627",18
"6628",18
"6629",7
"6630",7
"6631",7
"6632",7
"6633",19
"6634",7
"6635",3
"6636",7
"6637",14
"6638",20
"6639",14
"6640",7
"6641",7
"6642",7
"6643",1
"6644",18
"6645",7
"6646",18
"6647",20
"6648",20
"6649",20
"6650",7
"6651",20
"6652",14
"6653",7
"6654",20
"6655",7
"6656",18
"6657",15
"6658",7
"6659",7
"6660",7
"6661",18
"6662",20
"6663",7
"6664",20
"6665",7
"6666",7
"6667",20
"6668",20
"6669",20
"6670",7
"6671",7
"6672",7
"6673",20
"6674",20
"6675",20
"6676",20
"6677",7
"6678",20
"6679",20
"6680",20
"6681",7
"6682",13
"6683",7
"6684",20
"6685",7
"6686",7
"6687",20
"6688",7
"6689",20
"6690",20
"6691",20
"6692",7
"6693",20
"6694",3
"6695",7
"6696",13
"6697",20
"6698",18
"6699",18
"6700",7
"6701",20
"6702",20
"6703",17
"6704",7
"6705",7
"6706",7
"6707",7
"6708",7
"6709",18
"6710",7
"6711",18
"6712",20
"6713",17
"6714",15
"6715",18
"6716",7
"6717",20
"6718",7
"6719",17
"6720",4
"6721",13
"6722",20
"6723",20
"6724",6
"6725",1
"6726",12
"6727",20
"6728",7
"6729",14
"6730",7
"6731",19
"6732",13
"6733",19
"6734",7
"6735",7
"6736",20
"6737",7
"6738",19
"6739",7
"6740",13
"6741",18
"6742",7
"6743",7
"6744",18
"6745",7
"6746",19
"6747",7
"6748",20
"6749",14
"6750",7
"6751",7
"6752",20
"6753",17
"6754",7
"6755",7
"6756",14
"6757",7
"6758",18
"6759",13
"6760",3
"6761",20
"6762",18
"6763",7
"6764",12
"6765",7
"6766",18
"6767",7
"6768",9
"6769",7
"6770",7
"6771",14
"6772",7
"6773",20
"6774",6
"6775",7
"6776",7
"6777",20
"6778",20
"6779",20
"6780",7
"6781",17
"6782",20
"6783",18
"6784",20
"6785",7
"6786",7
"6787",20
"6788",7
"6789",20
"6790",7
"6791",8
"6792",12
"6793",20
"6794",7
"6795",18
"6796",20
"6797",20
"6798",7
"6799",17
"6800",20
"6801",20
"6802",7
"6803",7
"6804",18
"6805",7
"6806",7
"6807",2
"6808",18
"6809",7
"6810",18
"6811",7
"6812",12
"6813",4
"6814",18
"6815",7
"6816",18
"6817",18
"6818",20
"6819",18
"6820",14
"6821",7
"6822",20
"6823",7
"6824",17
"6825",18
"6826",5
"6827",14
"6828",7
"6829",18
"6830",7
"6832",20
"6833",7
"6834",7
"6835",12
"6836",20
"6837",14
"6838",3
"6839",7
"6840",18
"6841",13
"6842",7
"6843",7
"6844",13
"6845",7
"6846",7
"6847",14
"6848",18
"6849",14
"6850",19
"6851",7
"6852",18
"6853",7
"6854",18
"6855",18
"6856",14
"6857",7
"6858",7
"6859",18
"6860",16
"6861",7
"6862",4
"6863",18
"6864",7
"6865",7
"6866",17
"6867",7
"6868",7
"6869",19
"6870",18
"6871",7
"6872",18
"6873",16
"6874",16
"6875",7
"6876",7
"6877",7
"6878",7
"6879",18
"6880",7
"6881",7
"6882",18
"6883",7
"6884",7
"6885",3
"6886",7
"6887",7
"6888",7
"6889",18
"6890",13
"6891",7
"6892",3
"6893",18
"6894",7
"6895",7
"6896",18
"6897",18
"6898",20
"6899",18
"6900",18
"6901",18
"6902",7
"6903",7
"6904",7
"6905",18
"6906",18
"6907",18
"6908",7
"6909",13
"6910",7
"6911",7
"6912",13
"6913",17
"6914",13
"6915",12
"6916",7
"6917",12
"6918",7
"6919",7
"6920",7
"6921",7
"6922",7
"6923",18
"6924",20
"6925",7
"6926",3
"6927",7
"6928",14
"6929",7
"6930",7
"6931",3
"6932",7
"6933",7
"6934",20
"6935",7
"6936",20
"6937",7
"6938",18
"6939",18
"6940",7
"6941",7
"6942",7
"6943",7
"6944",12
"6945",18
"6946",20
"6947",7
"6948",7
"6949",20
"6950",7
"6951",12
"6952",18
"6953",12
"6954",7
"6955",7
"6956",7
"6957",17
"6958",7
"6959",7
"6960",7
"6961",7
"6962",7
"6963",7
"6964",17
"6965",7
"6966",12
"6967",7
"6968",7
"6969",7
"6970",17
"6971",7
"6972",7
"6973",18
"6974",17
"6975",7
"6976",7
"6977",7
"6978",17
"6979",7
"6980",13
"6981",7
"6982",17
"6983",7
"6984",7
"6985",7
"6986",7
"6987",1
"6988",12
"6989",7
"6990",7
"6991",7
"6992",7
"6993",7
"6994",13
"6995",7
"6996",7
"6997",13
"6998",12
"6999",7
"7000",12
"7001",20
"7002",7
"7003",7
"7004",7
"7005",13
"7006",7
"7007",7
"7008",13
"7009",7
"7010",7
"7011",7
"7012",7
"7013",7
"7014",7
"7015",7
"7016",7
"7017",7
"7018",7
"7019",13
"7020",7
"7021",7
"7022",13
"7023",7
"7024",13
"7025",7
"7026",7
"7027",20
"7028",20
"7029",7
"7030",7
"7031",18
"7032",6
"7033",7
"7034",18
"7035",14
"7036",7
"7037",7
"7038",7
"7039",14
"7040",7
"7041",7
"7042",13
"7043",7
"7044",7
"7045",7
"7046",7
"7047",3
"7048",7
"7049",6
"7050",7
"7051",7
"7052",17
"7053",20
"7054",7
"7055",7
"7056",7
"7057",11
"7058",19
"7059",20
"7060",14
"7061",7
"7063",12
"7066",7
"7067",3
"7068",11
"7070",7
"7071",7
"7072",17
"7073",7
"7074",7
"7075",7
"7076",1
"7077",7
"7078",14
"7079",7
"7080",7
"7081",7
"7082",7
"7083",7
"7084",7
"7085",20
"7086",7
"7087",7
"7088",7
"7089",7
"7090",3
"7091",7
"7092",7
"7093",7
"7094",14
"7095",7
"7096",7
"7097",7
"7098",14
"7099",12
"7100",7
"7101",7
"7102",7
"7103",7
"7104",16
"7105",1
"7106",14
"7107",20
"7108",14
"7109",7
"7110",7
"7111",7
"7112",7
"7113",19
"7114",7
"7115",7
"7116",17
"7117",7
"7119",7
"7120",7
"7121",15
"7122",7
"7123",7
"7124",7
"7125",7
"7126",7
"7127",7
"7128",20
"7129",7
"7130",7
"7131",7
"7132",20
"7133",20
"7134",7
"7135",7
"7136",7
"7137",7
"7138",20
"7139",14
"7140",7
"7141",20
"7142",20
"7143",7
"7144",7
"7145",14
"7146",7
"7147",7
"7148",7
"7149",7
"7150",7
"7151",7
"7152",7
"7153",7
"7154",7
"7155",20
"7156",16
"7157",10
"7158",7
"7159",7
"7160",7
"7161",15
"7162",14
"7163",19
"7164",20
"7165",7
"7166",7
"7167",7
"7168",20
"7169",7
"7170",7
"7171",20
"7172",7
"7173",7
"7174",7
"7175",20
"7176",7
"7177",7
"7178",20
"7179",7
"7180",7
"7181",7
"7182",7
"7183",20
"7184",20
"7185",7
"7186",7
"7187",7
"7188",13
"7189",4
"7190",7
"7191",7
"7192",7
"7193",7
"7194",7
"7195",7
"7196",7
"7197",19
"7198",7
"7199",7
"7200",7
"7201",20
"7202",7
"7203",19
"7204",20
"7205",7
"7206",20
"7207",7
"7208",19
"7209",7
"7210",7
"7211",19
"7212",7
"7213",20
"7214",20
"7215",7
"7216",20
"7217",7
"7218",7
"7219",20
"7220",7
"7221",20
"7222",7
"7223",7
"7224",20
"7225",7
"7226",7
"7227",20
"7228",20
"7229",20
"7230",20
"7231",3
"7232",20
"7233",7
"7234",17
"7235",20
"7236",7
"7237",7
"7238",7
"7239",7
"7240",13
