"","V1"
"1310",14
"1311",11
"1312",11
"1313",11
"1314",4
"1315",11
"1316",6
"1317",11
"1318",12
"1319",11
"1320",11
"1321",11
"1322",11
"1323",11
"1324",9
"1325",11
"1326",18
"1327",11
"1328",5
"1329",16
"1330",11
"1331",1
"1332",11
"1333",11
"1334",12
"1335",11
"1336",4
"1337",11
"1338",11
"1339",11
"1340",11
"1341",11
"1342",11
"1343",11
"1344",11
"1345",15
"1346",11
"1347",15
"1348",1
"1349",4
"1350",8
"1351",11
"1352",15
"1353",14
"1354",15
"1355",4
"1356",8
"1357",11
"1358",11
"1359",14
"1360",15
"1361",4
"1362",11
"1363",11
"1364",2
"1365",15
"1366",15
"1367",4
"1368",11
"1369",5
"1370",11
"1371",15
"1372",17
"1373",4
"1374",4
"1375",15
"1376",11
"1377",11
"1378",11
"1379",19
"1380",11
"1381",11
"1382",11
"1383",2
"1384",15
"1385",11
"1386",11
"1387",15
"1388",15
"1389",15
"1390",11
"1391",11
"1392",11
"1393",1
"1394",11
"1395",11
"1396",6
"1397",11
"1398",11
"1399",15
"1400",3
"1401",11
"1402",9
"1403",8
"1404",11
"1405",5
"1406",20
"1407",11
"1408",5
"1409",11
"1410",15
"1411",11
"1412",11
"1413",3
"1414",1
"1415",11
"1416",11
"1417",11
"1418",11
"1419",15
"1420",6
"1421",7
"1422",11
"1423",11
"1424",11
"1425",11
"1426",1
"1427",11
"1428",15
"1429",12
"1430",11
"1431",12
"1432",11
"1433",11
"1434",14
"1435",11
"1436",11
"1437",4
"1438",11
"1439",14
"1440",4
"1441",11
"1442",11
"1443",11
"1444",12
"1445",11
"1446",11
"1447",19
"1448",11
"1449",11
"1450",2
"1451",11
"1452",11
"1453",11
"1454",11
"1455",15
"1456",2
"1457",8
"1458",11
"1459",20
"1460",11
"1461",5
"1462",11
"1463",11
"1464",11
"1465",11
"1466",4
"1467",4
"1468",11
"1469",16
"1470",4
"1471",11
"1472",11
"1473",11
"1474",6
"1475",2
"1476",19
"1477",11
"1478",11
"1479",4
"1480",10
"1481",16
"1482",4
"1483",12
"1484",11
"1485",11
"1486",2
"1487",1
"1488",4
"1489",11
"1490",11
"1491",11
"1492",4
"1493",15
"1494",4
"1495",11
"1496",11
"1497",15
"1498",5
"1499",11
"1500",11
"1501",11
"1502",4
"1503",15
"1504",11
"1505",11
"1506",2
"1507",17
"1508",4
"1509",11
"1510",15
"1511",12
"1513",5
"1514",11
"1515",11
"1516",11
"1517",11
"1518",11
"1519",11
"1520",11
"1521",11
"1522",4
"1523",11
"1524",11
"1525",11
"1526",11
"1527",11
"1528",11
"1529",11
"1530",11
"1531",11
"1532",11
"1533",11
"1534",5
"1535",11
"1536",11
"1537",11
"1538",11
"1539",11
"1540",11
"1541",16
"1542",11
"1543",11
"1544",14
"1545",1
"1546",16
"1547",11
"1548",4
"1549",16
"1550",11
"1551",11
"1552",11
"1553",11
"1554",11
"1555",11
"1556",11
"1557",11
"1558",11
"1559",11
"1560",11
"1561",11
"1562",17
"1563",11
"1564",11
"1565",11
"1566",11
"1567",3
"1568",17
"1569",11
"1570",11
"1571",17
"1572",12
"1573",11
"1574",11
"1575",11
"1576",11
"1577",11
"1578",11
"1579",11
"1580",11
"1581",11
"1582",11
"1583",11
"1584",11
"1585",11
"1586",9
"1587",2
"1588",11
"1589",11
"1590",6
"1591",11
"1592",11
"1593",11
"1594",11
"1595",14
"1596",11
"1597",11
"1598",11
"1599",3
"1600",2
"1601",11
"1602",11
"1603",11
"1604",11
"1605",1
"1606",4
"1607",11
"1608",11
"1609",11
"1610",11
"1611",11
"1612",11
"1613",11
"1614",11
"1615",11
"1616",11
"1617",12
"1618",11
"1619",11
"1620",4
"1621",4
"1622",4
"1623",11
"1624",11
"1625",11
"1626",11
"1627",11
"1628",11
"1629",5
"1630",12
"1631",11
"1632",14
"1633",11
"1634",11
"1635",14
"1636",11
"1637",11
"1638",14
"1639",20
"1640",11
"1641",11
"1642",14
"1643",11
"1644",11
"1645",11
"1646",11
"1647",11
"1648",11
"1649",11
"1650",11
"1651",11
"1652",15
"1653",11
"1654",11
"1655",14
"1656",11
"1657",11
"1658",11
"1659",11
"1660",11
"1661",10
"1662",15
"1663",11
"1664",10
"1665",11
"1666",11
"1667",11
"1668",14
"1669",11
"1670",11
"1671",14
"1672",11
"1673",11
"1674",11
"1675",14
"1676",11
"1677",11
"1678",14
"1679",11
"1680",11
"1681",11
"1682",11
"1683",11
"1684",17
"1685",13
"1686",11
"1687",11
"1688",11
"1689",12
"1690",11
"1691",11
"1692",11
"1693",12
"1694",14
"1695",11
"1696",11
"1697",11
"1698",11
"1699",11
"1700",11
"1701",4
"1702",11
"1703",11
"1704",13
"1705",11
"1706",11
"1707",11
"1708",14
"1709",11
"1710",11
"1711",11
"1712",14
"1713",11
"1714",11
"1715",11
"1716",11
"1717",11
"1718",11
"1719",11
"1720",15
"1721",11
"1722",11
"1723",11
"1724",11
"1725",2
"1726",4
"1727",11
"1728",11
"1729",19
"1730",11
"1731",11
"1732",11
"1733",11
"1734",11
"1735",11
"1736",11
"1737",12
"1738",14
"1739",14
"1740",11
"1741",11
"1742",11
"1743",11
"1744",1
"1745",11
"1746",11
"1747",4
"1748",5
"1749",2
"1750",4
"1751",11
"1752",4
"1753",4
"1754",11
"1755",11
"1756",11
"1757",5
"1758",11
"1759",11
"1760",11
"1761",11
"1762",11
"1763",11
"1764",11
"1765",4
"1766",4
"1767",19
"1768",11
"1769",11
"1770",11
"1771",4
"1772",11
"1773",11
"1774",11
"1775",14
"1776",11
"1777",11
"1778",11
"1779",11
"1780",11
"1781",1
"1782",11
"1783",11
"1784",11
"1785",11
"1786",15
"1787",18
"1788",11
"1789",16
"1790",1
"1791",11
"1792",11
"1793",11
"1794",11
"1795",14
"1796",20
"1797",14
"1798",11
"1799",11
"1800",4
"1801",11
"1802",11
"1803",11
"1804",11
"1805",11
"1806",11
"1807",14
"1808",11
"1809",11
"1810",11
"1811",2
"1812",11
"1813",17
"1814",11
"1815",11
"1816",1
"1817",12
"1818",4
"1819",11
"1820",11
"1821",11
"1822",11
"1823",11
"1824",11
"1825",14
"1826",11
"1827",14
"1828",6
"1829",11
"1830",11
"1831",11
"1832",11
"1833",11
"1834",11
"1835",11
"1836",11
"1837",11
"1838",17
"1839",11
"1840",11
"1841",18
"1842",12
"1843",11
"1844",11
"1845",11
"1846",11
"1847",4
"1848",11
"1849",11
"1850",14
"1851",12
"1852",17
"1853",5
"1854",15
"1855",11
"1856",11
"1857",11
"1858",1
"1859",11
"1860",1
"1861",16
"1862",11
"1863",11
"1864",11
"1865",11
"1866",11
"1867",11
"1868",17
"1869",14
"1870",11
"1871",11
"1872",14
"1873",19
"1874",14
"1875",14
"1876",11
"1877",4
"1878",11
"1879",11
"1880",11
"1881",14
"1882",13
"1883",11
"1884",14
"1885",5
"1886",11
"1887",14
"1888",14
"1889",14
"1890",11
"1891",8
"1892",11
"1893",11
"1894",11
"1895",11
"1896",17
"1897",12
"1898",11
"1899",18
"1900",11
"1901",2
"1902",11
"1903",11
"1904",11
"1905",1
"1906",11
"1907",11
"1908",14
"1909",11
"1910",11
"1911",11
"1912",1
"1913",4
"1914",16
"1915",11
"1916",14
"1917",11
"1918",11
"1919",11
"1920",11
"1921",5
"1922",15
"1923",15
"1924",14
"1925",17
"1926",11
"1927",11
"1928",11
"1929",2
"1930",14
"1931",14
"1932",9
"1933",6
"1934",11
"1935",11
"1936",3
"1937",11
"1938",13
"1939",3
"1940",11
"1941",11
"1942",11
"1943",11
"1944",11
"1945",11
"1946",19
"1947",11
"1948",11
"1949",4
"1950",11
"1951",14
"1952",13
"1953",17
"1954",11
"1955",14
"1956",15
"1957",11
"1958",14
"1959",11
"1960",12
"1961",1
"1962",16
"1963",12
"1964",11
"1965",14
"1966",3
"1967",14
"1968",12
"1969",4
"1970",14
"1971",14
"1972",14
"1973",14
"1974",6
"1975",11
"1976",11
"1977",2
"1978",6
"1979",2
"1980",11
"1981",17
"1982",11
"1983",11
"1984",11
"1985",11
"1986",14
"1987",14
"1988",11
"1989",11
"1990",11
"1991",11
"1992",5
"1993",11
"1994",11
"1995",20
"1996",14
"1997",11
"1998",11
"1999",5
"2000",11
"2001",11
"2002",14
"2003",15
"2004",4
"2005",15
"2006",16
"2007",4
"2008",11
"2009",18
"2010",1
"2011",11
"2012",4
"2013",11
"2014",11
"2016",3
"2017",9
"2018",11
"2019",14
"2020",11
"2021",19
"2022",1
"2023",11
"2024",11
"2025",5
"2026",11
"2027",7
"2028",11
"2029",14
"2030",11
"2031",11
"2032",11
"2033",14
"2034",13
"2035",11
"2036",11
"2037",7
"2038",11
"2039",11
"2040",10
"2041",4
"2042",14
"2043",11
"2044",15
"2045",4
"2046",11
"2047",11
"2048",14
"2049",11
"2050",11
"2051",11
"2052",11
"2053",11
"2054",1
"2055",14
"2056",11
"2059",11
"2060",11
"2061",11
"2062",16
"2063",11
"2064",11
"2065",11
"2066",11
"2067",15
"2068",11
"2069",16
"2070",9
"2071",2
"2072",8
"2073",11
"2074",11
"2075",11
"2076",11
"2077",11
"2078",11
"2079",11
"2080",11
"2081",11
"2082",11
"2083",13
"2084",14
"2085",14
"2086",11
"2087",19
"2088",14
"2089",1
"2090",11
"2091",11
"2092",12
"2093",11
"2094",14
"2095",16
"2096",1
"2097",4
"2098",11
"2099",11
"2100",15
"2101",14
"2102",6
"2103",11
"2104",11
"2105",11
"2106",14
"2107",11
"2109",2
"2110",11
"2111",11
"2112",11
"2113",4
"2114",10
"2115",11
"2116",11
"2117",12
"2118",14
"2119",17
"2120",14
"2121",11
"2122",11
"2123",14
"2124",11
"2125",20
"2126",6
"2127",11
"2128",11
"2129",11
"2130",2
"2131",1
"2132",11
"2133",11
"2134",12
"2135",11
"2136",11
"2137",11
"2138",14
"2139",15
"2140",11
"2141",12
"2142",11
"2143",14
"2144",11
"2145",11
"2146",11
"2147",11
"2148",11
"2149",11
"2150",11
"2151",14
"2152",11
"2153",1
"2154",11
"2155",14
"2156",19
"2157",17
"2158",4
"2159",11
"2160",15
"2161",11
"2162",8
"2163",4
"2164",1
"2165",4
"2166",11
"2167",11
"2168",11
"2169",11
"2170",11
"2171",11
"2172",11
"2173",11
"2174",11
"2175",11
"2176",11
"2177",11
"2178",11
"2179",7
"2180",11
"2181",11
"2182",11
"2183",11
"2184",11
"2185",11
"2186",11
"2187",1
"2188",11
"2189",11
"2190",12
"2191",11
"2192",11
"2193",11
"2194",11
"2195",11
"2196",11
"2197",11
"2198",11
"2199",11
"2200",11
"2201",11
"2202",17
"2203",4
"2204",11
"2205",1
"2206",11
"2207",14
"2208",11
"2209",2
"2210",11
"2211",11
"2212",12
"2213",17
"2214",11
"2215",13
"2216",11
"2217",11
"2218",15
"2219",6
"2220",14
"2221",11
"2222",12
"2223",9
"2227",15
"2228",4
"2229",11
"2231",5
"2232",7
"2233",11
"2235",16
"2236",11
"2237",8
"2238",9
"2240",2
"2242",19
"2244",3
"2245",14
"2246",11
"2247",11
"2248",17
"2249",11
"2250",13
"2251",11
"2252",11
"2253",11
"2254",6
"2255",16
"2256",11
"2257",11
"2258",11
"2259",19
"2260",11
"2261",11
"2262",6
"2263",11
"2264",12
"2265",11
"2266",14
"2267",13
"2268",11
"2269",4
"2270",11
"2271",11
"2272",4
"2273",11
"2274",11
"2275",12
"2276",11
"2277",14
"2278",10
"2279",11
"2280",11
"2281",18
"2282",12
"2283",12
"2284",1
"2285",1
"2286",1
"2287",1
"2288",11
"2289",11
"2290",11
"2291",11
"2292",10
"2293",14
"2294",11
"2295",2
"2296",19
"2297",11
"2298",11
"2299",11
"2300",3
"2301",19
"2302",17
"2303",11
"2304",11
"2305",11
"2306",11
"2307",12
"2308",5
"2309",11
"2310",5
"2311",11
"2312",11
"2313",11
"2314",6
"2315",7
"2316",11
"2317",11
"2318",20
"2319",12
"2320",14
"2321",11
"2322",5
"2323",14
"2324",8
"2325",12
"2326",5
"2327",14
"2328",11
"2329",4
"2330",18
"2331",10
"2332",11
"2333",5
"2334",11
"2335",11
"2336",11
"2337",17
"2338",4
"2339",19
"2340",8
"2341",11
"2342",11
"2343",12
"2344",11
"2345",12
"2346",11
"2348",16
"2349",15
"2350",12
"2351",10
"2352",11
"2353",5
"2355",11
"2356",5
"2357",11
"2358",11
"2359",17
"2360",11
"2361",2
"2362",11
"2363",5
"2365",5
"2366",11
"2367",11
"2368",11
"2369",13
"2370",5
"2371",15
"2372",11
"2373",13
"2374",11
"2375",12
"2376",4
"2377",12
"2378",4
"2379",11
"2380",6
"2382",11
"2384",11
"2385",18
"2386",19
"2387",10
"2388",11
"2389",1
"2390",10
"2391",11
"2392",10
"2393",4
"2394",11
"2395",11
"2397",19
"2398",12
"2399",10
"2400",11
"2401",19
"2403",16
"2404",4
"2405",11
"2406",11
"2407",14
"2409",8
"2411",4
"2415",11
"2416",2
"2417",5
"2418",14
"2419",2
"2420",11
"2421",12
"2422",11
"2423",15
"2424",11
"2426",13
"2427",11
"2428",11
"2429",15
"2430",17
"2431",11
"2432",11
"2433",4
"2435",14
"2436",10
"2437",1
"2438",11
"2439",13
"2440",12
"2442",18
"2443",14
"2444",11
"2445",14
"2446",11
"2448",14
"2449",12
"2450",1
"2451",16
"2452",19
"2453",4
"2454",14
"2455",11
"2456",5
"2457",12
"2458",11
"2459",19
"2460",11
"2461",5
"2462",14
"2463",18
"2464",11
"2465",14
"2466",3
"2468",2
"2469",5
"2470",5
"2471",20
"2472",8
"2473",11
"2474",2
"2475",8
"2476",6
"2477",7
"2478",13
"2479",11
"2480",16
"2481",12
"2482",11
"2483",11
"2484",11
"2485",18
"2486",11
"2487",11
"2488",11
"2489",11
"2490",11
"2491",11
"2492",8
"2493",12
"2494",2
"2495",11
"2496",11
"2497",17
"2498",19
"2499",11
"2500",11
"2501",11
"2502",11
"2503",11
"2504",12
"2505",12
"2506",12
"2507",12
"2508",12
"2509",11
"2510",2
"2511",1
"2512",6
"2513",11
"2514",4
"2515",8
"2516",19
"2517",1
"2518",11
"2519",2
"2520",16
"2521",11
"2522",4
"2523",11
"2524",20
"2525",11
"2526",8
"2527",11
"2528",8
"2529",8
"2530",13
"2531",16
"2532",20
"2533",5
"2534",13
"2535",11
"2536",12
"2537",7
