"","term","topic1","topic10","topic11","topic12","topic13","topic14","topic15","topic16","topic17","topic18","topic19","topic2","topic20","topic21","topic22","topic23","topic24","topic25","topic3","topic4","topic5","topic6","topic7","topic8","topic9","log_ratio"
"100","gave",0.00319915145501514,0.00230457340744118,2.3446164090324e-06,3.00653319663629e-06,6.53676335133915e-05,5.84239346926636e-05,5.19996464024045e-06,0.000227324391907251,0.000434318682673902,0.000190594305256913,7.21662132222937e-06,0.000267520993873117,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,0.00328712305273689,9.45503356536915e-05,9.11419170790839e-06,0.00216567666591436,3.87058318076785e-06,4.46702321633793e-05,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,-3.57996527705186
"101","gear",0.00131729765794741,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,0.000161198903847454,5.5444973635915e-06,5.8981549498925e-05,2.68442683460441e-06,7.21662132222937e-06,7.17739251854704e-05,4.83257542442093e-06,4.4022028623123e-06,0.000234992684905131,5.2932738369354e-06,0.000156550555754473,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,-4.19797774383991
"102","gets",0.00103216829475533,4.10797398830871e-06,0.000658837210938104,3.30718651629992e-05,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,0.000219840320859629,0.000781168208869883,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.84242314854353e-05,0.000234992684905131,0.0021226028086111,6.35502256033009e-05,9.11419170790839e-06,0.00322210430782381,3.87058318076785e-06,4.06093019667085e-06,0.00040676257096861,0.000336952144577125,5.66254622053353e-06,3.6125993013233e-06,-7.30550620814435
"103","gift",5.70258726384161e-06,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,0.000273459911313198,2.68442683460441e-06,0.000873211179989753,0.00542219380264781,0.00541731705077587,4.84242314854353e-05,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,0.000349472068015285,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,9.8930443457092
"104","gifts",5.70258726384161e-06,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,0.000171879418271337,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,0.00385621725314663,0.000778044643331771,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,9.40135399911638
"105","give",5.70258726384161e-06,4.10797398830871e-06,4.92369445896804e-05,0.00180692645117841,5.94251213758104e-06,5.31126679024214e-06,0.00135719077110276,5.5444973635915e-06,0.000648797044488174,2.68442683460441e-06,0.000945377393212046,0.00209449363495782,0.000536415872110724,0.000224512345977928,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,0.000100840820364083,0.00538398120444807,4.06093019667085e-06,0.000635924582781912,8.21834498968598e-06,0.00368631758956732,3.6125993013233e-06,8.52076916606115
"106","giving",0.000119754332540674,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,6.53676335133915e-05,0.000589550613716877,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,0.000485881257063398,7.21662132222937e-06,0.00379096823025075,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,0.000100256108786992,4.80194382686112e-06,0.000119988078603803,4.06093019667085e-06,6.3019553248658e-05,8.21834498968598e-06,0.000741793554889892,3.6125993013233e-06,4.98441660956462
"107","glass",5.70258726384161e-06,4.51877138713958e-05,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,0.000217761938399928,5.71996110426449e-05,0.00166889370644104,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,0.00118100731441547,0.000149809838157049,4.4022028623123e-06,0.000310796776810012,5.2932738369354e-06,1.55000550251953e-06,0.000191398025866076,4.80194382686112e-06,3.87058318076785e-06,4.46702321633793e-05,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,7.58645853277892e-05,7.69418556602206
"108","going",0.00137432353058583,4.10797398830871e-06,0.0096387180575322,3.00653319663629e-06,5.94251213758104e-06,0.000270874606302349,0.0163850885813976,5.5444973635915e-06,5.36195904535681e-06,0.000727479672177795,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,0.00144785815538323,5.2932738369354e-06,0.0010555537472158,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,0.00926298177860621,5.72905029533254e-06,8.21834498968598e-06,0.00691396893527143,3.6125993013233e-06,-7.71854965729111
"109","got",0.0066207038133201,4.10797398830871e-06,2.3446164090324e-06,0.000604313172523895,5.94251213758104e-06,0.000111536602595085,5.19996464024045e-06,0.00455203233550862,5.36195904535681e-06,0.0032239966283599,7.21662132222937e-06,0.00385621725314663,0.00362926414374012,0.00392236275032026,7.58040919048811e-06,0.000111158750575644,0.0117505917146006,0.00101167527957783,4.80194382686112e-06,0.000313517237642196,0.00288732136983297,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,0.00199054221502914,-0.779798257749181
"110","ground",0.00131729765794741,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,0.000778469090023116,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,7.17739251854704e-05,0.000439764363622305,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,5.28213820954723e-05,8.12822467961248e-05,4.06093019667085e-06,0.00120882961231517,8.21834498968598e-06,0.000118913470631204,3.6125993013233e-06,-4.19797774383991
"111","had",0.012779498058269,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,0.00577182175549876,0.000219840320859629,0.000351659915333177,7.9382834544523e-05,0.000398019039664881,0.00184121123670438,0.00894087401335628,0.00228170316633692,5.2932738369354e-06,0.0140755999683799,0.000191398025866076,0.00192557947457131,0.000236105574026839,0.0107655259513744,0.0106044720966605,0.000665685944164564,5.66254622053353e-06,0.0226907362116116,-5.00484991700865
"112","half",0.00462479827097554,4.10797398830871e-06,2.3446164090324e-06,3.30718651629992e-05,0.00119444493965379,0.000908226621131406,5.19996464024045e-06,0.00338768788915441,0.00118499294902386,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,0.000343112855133887,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.70500605277149e-05,9.11419170790839e-06,4.80194382686112e-06,0.00019739974221916,4.06093019667085e-06,0.00040676257096861,8.21834498968598e-06,5.66254622053353e-06,0.00032874653642042,-9.46921842527842
"113","hang",5.70258726384161e-06,4.10797398830871e-06,4.92369445896804e-05,0.000243529188927539,5.94251213758104e-06,0.000164649270497506,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,0.000244282841949001,7.21662132222937e-06,0.00229024070364546,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,0.000513051821333966,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,8.64966689924341
"114","happened",0.00120324591267058,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,0.000270874606302349,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,0.000915389550600104,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,0.00122605435249295,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,0.00191269812263197,0.000521343576875261,9.04017948865458e-05,5.66254622053353e-06,3.6125993013233e-06,-7.52675950976833
"115","have",5.70258726384161e-06,0.00402992248253084,0.0263558330539332,0.0208382815858861,5.94251213758104e-06,0.00712240876571471,0.0225210468568814,5.5444973635915e-06,0.0112654759542947,2.68442683460441e-06,0.00022371526098911,0.00574843891712722,4.83257542442093e-06,4.4022028623123e-06,0.00561708321015168,5.2932738369354e-06,0.00632557245578222,9.11419170790839e-06,4.80194382686112e-06,0.027175364512171,4.06093019667085e-06,0.00796910896080757,8.21834498968598e-06,0.0159174174259197,0.000726132459565982,9.97733788785927
"116","head",0.00114622004003216,4.10797398830871e-06,2.3446164090324e-06,3.30718651629992e-05,5.94251213758104e-06,0.000430212610009613,5.19996464024045e-06,5.5444973635915e-06,0.00150671049174526,2.68442683460441e-06,7.21662132222937e-06,0.00065901513124841,4.83257542442093e-06,0.00026853437460105,7.58040919048811e-06,0.00201673733187239,1.55000550251953e-06,9.11419170790839e-06,0.00245379329552603,4.25764149884463e-05,0.00694825156650382,5.72905029533254e-06,9.04017948865458e-05,5.66254622053353e-06,0.00155703029887034,-0.79850052948828
"117","helped",5.70258726384161e-06,0.000414905372819179,0.0001664677650413,3.00653319663629e-06,0.000124792754889202,5.31126679024214e-06,5.71996110426449e-05,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,0.00118100731441547,4.83257542442093e-06,0.000180490317354804,7.58040919048811e-06,5.2932738369354e-06,0.00169105600324881,0.000100256108786992,4.80194382686112e-06,3.87058318076785e-06,4.46702321633793e-05,0.000349472068015285,8.21834498968598e-06,5.66254622053353e-06,0.000292620543407187,7.69418556602206
"118","here",0.00017678020517909,4.10797398830871e-06,0.000377483241854217,0.00971410875833185,0.00499765270770566,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,0.0378944785630264,0.00424771139052193,0.000488090117866515,4.4022028623123e-06,0.00880085507015669,5.2932738369354e-06,0.0133160972721453,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,0.0359062055844031,3.6125993013233e-06,4.58665710171761
"119","high",0.00291402209182306,4.10797398830871e-06,0.000213360093221949,0.00066444383645662,5.94251213758104e-06,0.000695775949521721,5.19996464024045e-06,0.000116434444635422,0.00231100434854879,2.95286951806485e-05,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,0.00217155770902987,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,0.00132315354333944,0.000118913470631204,3.6125993013233e-06,-8.80283980199877
"120","highway",0.00103216829475533,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,9.04017948865458e-05,5.66254622053353e-06,3.6125993013233e-06,-7.30550620814435
"121","holiday",5.70258726384161e-06,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.9382834544523e-05,0.00437820943631369,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,5.28213820954723e-05,3.87058318076785e-06,0.000410153949863756,5.72905029533254e-06,9.04017948865458e-05,5.66254622053353e-06,3.6125993013233e-06,9.58450863513904
"122","holidays",5.70258726384161e-06,4.10797398830871e-06,7.26831086800044e-05,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,0.00176824852047841,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,8.12822467961248e-05,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,8.27648872029272
"123","home",0.00616449683221277,0.000620304072234614,2.3446164090324e-06,3.00653319663629e-06,6.53676335133915e-05,5.84239346926636e-05,5.19996464024045e-06,0.00133622386462555,5.36195904535681e-06,2.68442683460441e-06,0.00462585426754902,0.00522644673396016,0.000391438609378096,4.4022028623123e-06,0.00402519728014918,0.000958082564485309,0.00426406513743124,9.11419170790839e-06,0.000100840820364083,3.87058318076785e-06,4.06093019667085e-06,0.00733891342832099,8.21834498968598e-06,6.22880084258688e-05,0.0136231119652902,-0.238152696387086
"124","hour",0.00388346192667613,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,0.000270874606302349,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,0.00113014369736846,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,0.00240000974623247,5.72905029533254e-06,9.04017948865458e-05,0.000571917168273886,3.6125993013233e-06,-9.21717130907322
"125","hours",0.00673475555859693,4.10797398830871e-06,2.57907804993564e-05,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,0.000681195367871499,5.5444973635915e-06,0.000112601139952493,0.00236498004128649,7.21662132222937e-06,7.17739251854704e-05,4.83257542442093e-06,0.000576688574962911,7.58040919048811e-06,0.000375822442422414,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,0.00321219578556664,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,-6.552021951821
"126","house",0.000233806077817506,0.000168426933520657,2.3446164090324e-06,0.000153333193028451,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,0.0261201270798796,5.36195904535681e-06,2.68442683460441e-06,0.000368047687433697,0.00568318989423133,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,0.00170655605827401,9.11419170790839e-06,5.28213820954723e-05,3.87058318076785e-06,4.46702321633793e-05,5.72905029533254e-06,9.04017948865458e-05,0.000345415319452545,0.00253243211022763,4.60331658291963
"127","houses",5.70258726384161e-06,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,0.00100355402281006,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,0.00131150536020723,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,0.000125550445704082,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,0.000172585244783406,5.66254622053353e-06,3.6125993013233e-06,7.84539137011778
"128","ice",0.00120324591267058,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,0.00172927103203608,5.31126679024214e-06,5.71996110426449e-05,5.5444973635915e-06,0.000916894996756015,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,0.000400600460470419,8.33845010953692e-05,5.2932738369354e-06,1.70500605277149e-05,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,0.000234891062108634,8.21834498968598e-06,5.66254622053353e-06,3.97385923145563e-05,-7.52675950976833
"129","instead",0.00154540114850107,4.10797398830871e-06,0.00279243814315759,3.00653319663629e-06,0.000124792754889202,0.000111536602595085,5.71996110426449e-05,5.5444973635915e-06,5.36195904535681e-06,0.00166702906428934,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,0.00127567899470143,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,0.000584458060295945,0.000816246969530841,6.3019553248658e-05,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,-7.88780936241502
"130","into",0.00593639334165911,0.00398884274264775,0.00675483987442235,3.00653319663629e-06,0.00327432418780715,0.0046261133743009,5.19996464024045e-06,0.0074351709645762,5.36195904535681e-06,0.000163750036910869,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,0.000180490317354804,7.58040919048811e-06,5.2932738369354e-06,0.00322556145074315,9.11419170790839e-06,4.80194382686112e-06,0.000119988078603803,0.0106030887435076,0.00120882961231517,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,-9.82941467436056
"131","keep",5.70258726384161e-06,4.10797398830871e-06,0.00365994621449958,0.0040016956847229,5.94251213758104e-06,5.31126679024214e-06,0.00224118475994363,5.5444973635915e-06,0.000273459911313198,2.68442683460441e-06,7.21662132222937e-06,0.00196399558916605,0.00101967341455282,4.84242314854353e-05,7.58040919048811e-06,0.000111158750575644,1.55000550251953e-06,9.11419170790839e-06,0.00134934621534797,3.87058318076785e-06,4.06093019667085e-06,6.3019553248658e-05,9.04017948865458e-05,5.66254622053353e-06,3.6125993013233e-06,8.42795935569855
"132","keeping",5.70258726384161e-06,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.71996110426449e-05,0.000504549260086827,5.36195904535681e-06,2.95286951806485e-05,7.9382834544523e-05,0.00118100731441547,4.83257542442093e-06,9.24462601085583e-05,7.58040919048811e-06,5.2932738369354e-06,1.70500605277149e-05,9.11419170790839e-06,4.80194382686112e-06,0.00124245720102648,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,0.000148116571354255,7.69418556602206
"133","keys",0.00262889272863098,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,6.09894709995065e-05,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,3.25501155529102e-05,9.11419170790839e-06,4.80194382686112e-06,8.12822467961248e-05,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,-8.65428326149048
"134","know",0.00776122126608842,0.0092470494476829,0.00279243814315759,0.0132618179303627,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,0.000116434444635422,5.36195904535681e-06,0.00402932467874122,7.21662132222937e-06,0.000528517085456645,4.83257542442093e-06,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,0.0154087916426368,4.06093019667085e-06,0.00493271230428132,8.21834498968598e-06,6.22880084258688e-05,0.00686755127181558,-3.87626166968052
"135","lane",0.00114622004003216,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,6.09894709995065e-05,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,4.4022028623123e-06,8.33845010953692e-05,5.2932738369354e-06,1.70500605277149e-05,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,-7.45671201224007
"136","last",5.70258726384161e-06,4.51877138713958e-05,0.000658837210938104,3.00653319663629e-06,6.53676335133915e-05,5.31126679024214e-06,0.0127971129796317,5.5444973635915e-06,5.36195904535681e-06,0.000620102598793618,7.21662132222937e-06,0.0137088197104248,4.83257542442093e-06,0.000136468288731681,7.58040919048811e-06,0.000958082564485309,0.00452756607285956,9.11419170790839e-06,5.28213820954723e-05,3.87058318076785e-06,0.00934420038253963,0.0019536061507084,0.000172585244783406,0.00583808515337006,3.6125993013233e-06,11.2312001256119
"137","late",0.00251484098335415,4.10797398830871e-06,0.00028369858549292,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,0.000398019039664881,4.83257542442093e-06,4.84242314854353e-05,7.58040919048811e-06,5.2932738369354e-06,0.00128805457259373,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,0.00126294929116463,5.72905029533254e-06,8.21834498968598e-06,0.000741793554889892,3.6125993013233e-06,-2.65955782905578
"138","later",0.0051950569973597,4.10797398830871e-06,0.000611944882757457,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,0.00250118299195565,0.00211245349552836,5.8981549498925e-05,0.000110061500218781,7.9382834544523e-05,6.52490228958822e-06,4.83257542442093e-06,0.000620710603586034,0.000234992684905131,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,0.00188216423598944,-9.6369675648632
"139","least",0.00337022907293039,4.10797398830871e-06,0.00204216089226722,3.00653319663629e-06,5.94251213758104e-06,5.84239346926636e-05,5.19996464024045e-06,5.5444973635915e-06,0.000112601139952493,0.00279448833482319,0.00101754360643434,6.52490228958822e-06,5.31583296686303e-05,9.24462601085583e-05,7.58040919048811e-06,0.000217024227314352,0.000528551876359161,0.000100256108786992,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,0.0018162542427206,5.66254622053353e-06,3.6125993013233e-06,-9.01267464123868
"140","leaves",5.70258726384161e-06,4.10797398830871e-06,2.3446164090324e-06,3.00653319663629e-06,0.000481343483144064,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,0.00209449363495782,4.83257542442093e-06,0.000532666546339788,7.58040919048811e-06,5.2932738369354e-06,0.000172050610779668,9.11419170790839e-06,5.28213820954723e-05,3.87058318076785e-06,4.06093019667085e-06,6.3019553248658e-05,0.000747869394061424,5.66254622053353e-06,3.6125993013233e-06,8.52076916606115
"141","leaving",0.00160242702113949,4.10797398830871e-06,0.000213360093221949,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,5.31583296686303e-05,4.4022028623123e-06,7.58040919048811e-06,0.00138154447144014,0.000590552096459942,9.11419170790839e-06,5.28213820954723e-05,3.87058318076785e-06,4.46702321633793e-05,5.72905029533254e-06,8.21834498968598e-06,0.000175538932836539,3.6125993013233e-06,-7.94008664128207
"142","left",0.00542316048791336,0.00012734719363757,2.3446164090324e-06,3.00653319663629e-06,5.94251213758104e-06,0.000164649270497506,0.000265198196652263,5.5444973635915e-06,0.000273459911313198,0.00150596345421307,7.21662132222937e-06,6.52490228958822e-06,4.83257542442093e-06,0.00286583406336531,7.58040919048811e-06,5.82260122062894e-05,0.00218705776405506,9.11419170790839e-06,0.00101321014746769,4.25764149884463e-05,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,0.000118913470631204,3.97385923145563e-05,-9.69896185192171
"143","light",0.00240078923807732,0.00316724794498601,4.92369445896804e-05,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,0.00320372702418781,0.000488090117866515,0.000532666546339788,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,0.000166498138063505,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.97385923145563e-05,0.416242470187149
"144","lights",0.00046190956837117,4.10797398830871e-06,4.92369445896804e-05,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.8981549498925e-05,2.68442683460441e-06,7.21662132222937e-06,0.00242073874943723,4.83257542442093e-06,4.84242314854353e-05,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,0.000166498138063505,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,2.38976505267503
"145","like",0.00114622004003216,0.0019348557484934,0.0161098593464616,0.00466313298798289,0.00624558025659768,0.016364012980736,0.00692115293616004,0.0155301371154198,0.0140000750674266,0.00859285029756872,7.21662132222937e-06,6.52490228958822e-06,0.00135795369426228,4.4022028623123e-06,8.33845010953692e-05,0.00138154447144014,0.00153605545299686,0.000191398025866076,4.80194382686112e-06,0.0067773911495245,0.0111310096690748,5.72905029533254e-06,0.000336952144577125,5.66254622053353e-06,3.6125993013233e-06,-7.45671201224007
"146","liked",0.00114622004003216,4.10797398830871e-06,0.000377483241854217,3.00653319663629e-06,5.94251213758104e-06,5.31126679024214e-06,5.19996464024045e-06,5.5444973635915e-06,5.36195904535681e-06,2.68442683460441e-06,7.21662132222937e-06,6.52490228958822e-06,0.00251777179612331,4.4022028623123e-06,7.58040919048811e-06,5.2932738369354e-06,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,-7.45671201224007
"147","line",0.00188755638433157,4.10797398830871e-06,2.57907804993564e-05,0.00045398651269208,5.94251213758104e-06,0.0013862406322532,5.19996464024045e-06,5.5444973635915e-06,0.00263272189127019,2.68442683460441e-06,0.000584546327100578,6.52490228958822e-06,0.00106799916879703,4.84242314854353e-05,7.58040919048811e-06,5.82260122062894e-05,1.55000550251953e-06,9.11419170790839e-06,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,5.72905029533254e-06,0.000172585244783406,0.00102492086591657,3.6125993013233e-06,-8.17634772786836
"148","little",5.70258726384161e-06,0.00341372638428453,0.00609834727989327,3.00653319663629e-06,0.0064238556207251,0.0013862406322532,5.19996464024045e-06,5.5444973635915e-06,0.00231100434854879,2.68442683460441e-06,0.00274953272376939,0.00359522116156311,0.00875179409362632,0.00885282995611003,0.000765621328239298,0.00889799331988841,0.0145716017291861,0.001193959113736,0.0109532338690702,3.87058318076785e-06,4.06093019667085e-06,0.000635924582781912,8.21834498968598e-06,5.66254622053353e-06,3.6125993013233e-06,9.30024818751001
"149","long",5.70258726384161e-06,4.10797398830871e-06,0.0037771770349512,0.000514117176624806,5.94251213758104e-06,0.000802001285326563,5.19996464024045e-06,0.000227324391907251,0.00252548271036306,2.68442683460441e-06,7.21662132222937e-06,0.0039867152989384,5.31583296686303e-05,4.4022028623123e-06,8.33845010953692e-05,5.2932738369354e-06,0.000807552866812677,0.000920533362498747,4.80194382686112e-06,3.87058318076785e-06,4.06093019667085e-06,6.3019553248658e-05,8.21834498968598e-06,5.66254622053353e-06,0.00693980325784205,9.44936824875758
