"","term","topic1","topic10","topic11","topic12","topic13","topic14","topic15","topic16","topic17","topic18","topic19","topic2","topic20","topic3","topic4","topic5","topic6","topic7","topic8","topic9","log_ratio"
"21","birthday",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.0286904885925617,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,7.54328818789645e-05,7.7125328659071e-05,6.51444578352496e-06,12.6731425940678
"22","birthdays",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00125707538979755,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,7.16589036187746e-05,8.16071313629485
"23","blessed",0.00246436337279536,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,0.000370454032075898,0.0012205754141238,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,0.00161511912341253,0.000423655241865472,6.19214217158426e-06,5.09541158187053e-06,0.000139114305587758,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-2.54025237383426
"24","blessing",0.00114652199696896,5.78954986249819e-06,7.0560313031207e-05,6.39161420216676e-06,6.07810363166692e-06,9.93901061667043e-05,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,0.000254808738075262,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,0.000349734270529744,7.011393514461e-06,6.51444578352496e-06,-7.36703874735824
"25","blessings",0.00132223418041248,6.36850484874801e-05,7.0560313031207e-05,6.39161420216676e-06,6.68591399483362e-05,9.03546419697311e-06,0.000375155213864891,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,0.000475823476192072,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-7.57275242754806
"26","bright",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.81226387678001e-05,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,0.000944945213282847,0.00167378546376359,6.19214217158426e-06,0.000107003643219281,6.62449074227419e-06,6.38834765387932e-06,0.000919816036792642,0.000144008229041659,0.000217353198948291,6.51444578352496e-06,8.5737565854416
"27","bring",0.00145401831799512,5.78954986249819e-06,0.000198851791269765,0.00134863059665719,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,0.000701846160552758,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.000493106920859812,6.19214217158426e-06,0.00112608595959339,0.000536583750124209,6.38834765387932e-06,0.000691290313365899,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-1.56007303809089
"28","brother",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,0.00354653472498104,6.21484727012834e-06,7.37191301142647e-05,0.0109803104490051,6.19214217158426e-06,0.000157957759037986,6.62449074227419e-06,6.38834765387932e-06,6.28445739423544e-05,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,11.28748890157
"29","brothers",4.39280458608799e-06,0.000121580547112462,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00438240094454284,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,0.000234238866512412,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,9.96236344419419
"30","cake",4.39280458608799e-06,5.78954986249819e-06,7.0560313031207e-05,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00646595131437303,0.00248304901080529,5.09541158187053e-06,6.62449074227419e-06,7.02718241926725e-05,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,10.5235046067704
"31","camera",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,0.000134223898245502,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,0.000274771303153168,0.00202104385873529,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,0.000217353198948291,6.51444578352496e-06,8.84574259211993
"32","can",0.0181906037909904,0.0258850774352294,6.4145739119279e-06,0.000262056182288837,6.07810363166692e-06,0.000822227241924554,0.000163800163800164,4.35929292268794e-06,0.000151684784571491,0.000751996519685529,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,0.00703287913845802,6.8575347162695e-06,7.011393514461e-06,0.0189635516758412,-11.3548962381582
"33","carry",0.00136616222627336,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,0.000127640176265005,9.93901061667043e-05,5.28387625161819e-06,9.15451513764468e-05,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.000215300204882453,6.19214217158426e-06,5.60495274005758e-05,6.62449074227419e-06,0.000325805730347845,0.000405633159082469,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-2.66570721053209
"34","celebrate",0.000136176942168728,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00354898079661076,6.19214217158426e-06,5.09541158187053e-06,0.00265642078765195,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,4.70385041976239
"35","celebrated",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,0.000223915634367438,0.000503402628880395,6.70173910129679e-06,0.0029239156856617,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,7.54328818789645e-05,7.011393514461e-06,6.51444578352496e-06,9.37854367227804
"36","celebrating",4.83208504469679e-05,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00139597874778623,6.19214217158426e-06,5.60495274005758e-05,6.62449074227419e-06,7.02718241926725e-05,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,0.000723103481971271,4.85248732175327
"37","challenges",0.00101473785938633,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-7.19088179220441
"38","charity",0.0012783061345516,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.68591399483362e-05,0.00055116331601536,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-7.52400809369664
"39","charlottes",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00139597874778623,6.19214217158426e-06,5.09541158187053e-06,7.28693981650161e-05,0.000134155300731466,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,8.31191894039057
"40","child",0.00220079509763008,0.000237371544362426,0.00353443022547227,7.03077562238344e-05,6.07810363166692e-06,9.93901061667043e-05,5.28387625161819e-06,4.79522221495673e-05,0.000223915634367438,6.21484727012834e-06,0.000609858258218007,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,0.00113278791692889,6.38834765387932e-06,0.000462764589939155,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-8.30779954398357
"41","children",0.00922928243537086,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,0.00541559033581523,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,0.0156723118362798,5.09541158187053e-06,0.000337849027855984,6.38834765387932e-06,0.0303425029279858,0.0269569689696554,7.011393514461e-06,6.51444578352496e-06,-10.3759931974614
"42","choices",0.00180544268488216,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,7.63968468937737e-05,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,7.02718241926725e-05,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-4.56269571583274
"43","christ",0.0084825056557359,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,7.37191301142647e-05,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-10.254265199739
"44","christopher",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,0.000110961401283982,4.35929292268794e-06,0.000151684784571491,6.21484727012834e-06,6.70173910129679e-06,0.00188214050074661,6.19214217158426e-06,5.09541158187053e-06,0.0002053592130105,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,8.74301629056551
"45","church",0.00922928243537086,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,0.00499012308159854,0.00055116331601536,5.28387625161819e-06,4.35929292268794e-06,0.000151684784571491,6.21484727012834e-06,6.70173910129679e-06,0.000145848525888113,6.19214217158426e-06,5.09541158187053e-06,7.28693981650161e-05,6.38834765387932e-06,5.71314308566858e-06,7.54328818789645e-05,7.011393514461e-06,6.51444578352496e-06,-5.98367577468264
"46","clark",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,0.00361876557477699,6.21484727012834e-06,6.70173910129679e-06,0.00243775393270132,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,7.54328818789645e-05,7.011393514461e-06,6.51444578352496e-06,9.1161944695162
"47","comfort",0.00145401831799512,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.93901061667043e-05,0.000110961401283982,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,7.28693981650161e-05,7.02718241926725e-05,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-7.70982015759558
"48","commandments",0.00123437808869072,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.68591399483362e-05,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,0.000130511792672695,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-7.47355907100928
"49","conference",0.00466076566583936,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,0.00237653851998177,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,7.37191301142647e-05,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-9.39034169170312
"50","continue",0.00184937073074304,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,0.000613888466798359,9.03546419697311e-06,0.000269477688832527,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.000145848525888113,6.19214217158426e-06,0.000310820106494102,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-3.66449175107599
"51","courage",0.00136616222627336,5.78954986249819e-06,6.4145739119279e-06,7.03077562238344e-05,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,9.15451513764468e-05,0.000151684784571491,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,6.28445739423544e-05,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-7.61990352091896
"52","courtney",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,0.000440608183755282,6.21484727012834e-06,6.70173910129679e-06,0.00611869291940133,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,10.4438654581321
"53","cupcake",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00188214050074661,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,8.74301629056551
"54","cupcakes",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.0032711740806334,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,9.54045049882443
"55","cute",4.39280458608799e-06,0.000179476045737444,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,0.000110961401283982,4.35929292268794e-06,7.22308497959479e-06,0.00715328920791772,6.70173910129679e-06,0.00702156474632774,6.19214217158426e-06,0.000157957759037986,6.62449074227419e-06,0.000261922253809052,0.000577027451652527,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,10.6424345311147
"56","dad",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,0.00419661237314457,6.83633199714117e-05,6.70173910129679e-06,0.00653540299336736,6.19214217158426e-06,0.000667498917225039,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,0.000136803361454024,10.5389181619402
"57","dads",4.39280458608799e-06,5.78954986249819e-06,7.0560313031207e-05,6.39161420216676e-06,6.68591399483362e-05,9.03546419697311e-06,5.81226387678001e-05,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00125707538979755,6.19214217158426e-06,5.60495274005758e-05,6.62449074227419e-06,6.38834765387932e-06,6.28445739423544e-05,6.8575347162695e-06,7.011393514461e-06,7.16589036187746e-05,8.16071313629485
"58","daily",0.00180544268488216,5.78954986249819e-06,6.4145739119279e-06,0.000134223898245502,6.07810363166692e-06,9.93901061667043e-05,5.28387625161819e-06,4.35929292268794e-06,7.94539347755427e-05,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,0.000198038777270259,0.00240523323906647,6.8575347162695e-06,0.000287467134092901,6.51444578352496e-06,-8.02212733447004
"59","darling",4.39280458608799e-06,6.36850484874801e-05,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,0.00678039837171001,0.00221827564252924,0.00528527277146925,6.19214217158426e-06,0.000157957759037986,0.000801563379815177,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,0.000567922874671341,6.51444578352496e-06,10.2326198927152
"60","date",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,0.000134223898245502,0.0015256040115484,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00250720561169566,0.00037772067246664,5.09541158187053e-06,7.28693981650161e-05,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,0.000147239263803681,0.00124425914465327,9.15672227609881
