"","term","topic1","topic10","topic11","topic12","topic13","topic14","topic15","topic16","topic17","topic18","topic19","topic2","topic20","topic3","topic4","topic5","topic6","topic7","topic8","topic9","log_ratio"
"61","daughter",0.00141009027213424,0.000411058040237372,6.4145739119279e-06,6.39161420216676e-06,0.000370764321531682,0.00136435509374294,5.81226387678001e-05,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00146543042678057,6.19214217158426e-06,5.60495274005758e-05,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,0.0555369507965234
"62","daughters",0.00136616222627336,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,0.000581339636503019,5.71314308566858e-06,6.8575347162695e-06,7.7125328659071e-05,6.51444578352496e-06,-7.61990352091896
"63","dear",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,0.000189744748136436,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,0.0111986060382669,0.00202104385873529,0.000130034985603269,5.09541158187053e-06,0.000139114305587758,6.38834765387932e-06,5.71314308566858e-06,7.54328818789645e-05,7.7125328659071e-05,6.51444578352496e-06,8.84574259211993
"64","delicious",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00215994721672396,0.00687946995263011,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,7.54328818789645e-05,0.000217353198948291,6.51444578352496e-06,8.94163801934224
"65","details",0.00180544268488216,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.93901061667043e-05,5.81226387678001e-05,4.35929292268794e-06,7.22308497959479e-06,0.000503402628880395,0.000408806085179104,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,0.000853392397641771,-8.02212733447004
"66","died",0.00162973050143864,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,0.000127640176265005,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,0.000316957210776545,6.70173910129679e-06,7.63968468937737e-05,6.19214217158426e-06,5.09541158187053e-06,7.28693981650161e-05,6.38834765387932e-06,0.000177107435655726,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-4.41497650877186
"67","different",0.0012783061345516,0.000237371544362426,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,0.000280099390106167,0.000745026551478164,0.000178731009830206,7.22308497959479e-06,0.00286504459152916,6.70173910129679e-06,7.63968468937737e-05,0.00242112758908945,5.60495274005758e-05,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,0.000418309617692439,7.011393514461e-06,0.000332236734959773,-4.06457647505934
"68","divine",0.0012783061345516,5.78954986249819e-06,7.0560313031207e-05,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,7.16589036187746e-05,-7.52400809369664
"69","dont",0.00145401831799512,0.0318483137936025,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.81226387678001e-05,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,0.000341788694166136,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,7.28693981650161e-05,6.38834765387932e-06,6.28445739423544e-05,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-7.70982015759558
"70","double",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00132652706879189,0.000315799250750797,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,7.54328818789645e-05,7.011393514461e-06,0.000201947819289274,8.23829607724739
"71","dress",4.39280458608799e-06,6.36850484874801e-05,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.93901061667043e-05,5.28387625161819e-06,4.35929292268794e-06,7.94539347755427e-05,0.00566172586308691,6.70173910129679e-06,0.00313227072264472,6.19214217158426e-06,5.09541158187053e-06,7.28693981650161e-05,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,0.000147239263803681,6.51444578352496e-06,9.47785087246702
"72","dressed",4.39280458608799e-06,6.36850484874801e-05,0.00128932935629751,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,0.00057106737287212,7.22308497959479e-06,6.21484727012834e-06,7.37191301142647e-05,0.00111817203180887,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,0.000291370297369098,6.8575347162695e-06,7.011393514461e-06,0.000527670108465522,7.99178412732626
"73","earth",0.00294757187726504,5.78954986249819e-06,0.000134706052150486,0.000262056182288837,0.000188421212581674,0.000280099390106167,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.60495274005758e-05,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,0.00130978913080748,7.011393514461e-06,6.51444578352496e-06,-8.72930170698854
"74","eat",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00125707538979755,0.00898479829096876,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,8.16071313629485
"75","egg",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,0.000316957210776545,6.70173910129679e-06,0.00125707538979755,6.19214217158426e-06,5.60495274005758e-05,6.62449074227419e-06,7.02718241926725e-05,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,8.16071313629485
"76","eight",0.000399745217334007,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00125707538979755,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,1.65291849609615
"77","elder",0.00101473785938633,6.36850484874801e-05,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,0.000151684784571491,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,0.000349734270529744,7.011393514461e-06,6.51444578352496e-06,-7.19088179220441
"78","emotional",0.00110259395110809,5.78954986249819e-06,7.0560313031207e-05,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,0.000533671501413437,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,0.00107897999530878,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,6.28445739423544e-05,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-7.31067630473913
"79","end",0.00110259395110809,5.78954986249819e-06,0.000840309182462555,6.39161420216676e-06,0.000188421212581674,0.000189744748136436,5.81226387678001e-05,4.35929292268794e-06,7.22308497959479e-06,0.000316957210776545,0.0002077539121402,0.00257665729069,0.00223536332394192,0.000361774222312807,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,0.000147239263803681,6.51444578352496e-06,1.22459907188167
"80","especially",0.0032550681982912,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,0.000370454032075898,5.28387625161819e-06,4.35929292268794e-06,0.00051283903355123,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,0.0022470765076049,6.62449074227419e-06,0.000261922253809052,0.000519896020795841,6.8575347162695e-06,0.000147239263803681,6.51444578352496e-06,-8.87246248309419
"81","evening",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,0.000188421212581674,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00132652706879189,0.00725099848292517,0.00138085653868691,0.00629989069590275,6.38834765387932e-06,0.00114834176021938,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,8.23829607724739
"82","every",0.0034747084275956,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,0.000309509797510844,7.22308497959479e-06,0.000751996519685529,6.70173910129679e-06,7.63968468937737e-05,6.19214217158426e-06,0.000107003643219281,0.0002053592130105,7.02718241926725e-05,0.0107464221441426,6.8575347162695e-06,0.0117160385626643,6.51444578352496e-06,-5.50723501662385
"83","everyone",0.00334292429001296,5.78954986249819e-06,6.4145739119279e-06,0.000773385318462177,6.07810363166692e-06,9.03546419697311e-06,0.000216638926316346,0.00166089060354411,7.22308497959479e-06,6.83633199714117e-05,0.0002077539121402,6.94516789943397e-06,0.00180191337193102,0.00178848946523655,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,0.000349734270529744,7.011393514461e-06,0.000462525650630272,-8.9108853942919
"84","example",0.00105866590524721,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,0.000431545357848351,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.000284751883876793,6.19214217158426e-06,5.60495274005758e-05,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.7125328659071e-05,6.51444578352496e-06,-1.89447008240024
"85","experience",0.00255221946451712,0.000179476045737444,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.79522221495673e-05,0.000801762432735021,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,0.000867808287237919,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-8.52152710419289
"86","experiences",0.00141009027213424,5.78954986249819e-06,6.4145739119279e-06,7.03077562238344e-05,6.07810363166692e-06,9.93901061667043e-05,5.28387625161819e-06,4.35929292268794e-06,7.94539347755427e-05,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,0.000212583576204354,7.011393514461e-06,6.51444578352496e-06,-7.66556223791066
"87","fairy",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00736882314129944,0.000130034985603269,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,10.7120761901264
"88","faith",0.00764787278437919,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-10.1048332384395
"89","families",0.0041336291155088,6.36850484874801e-05,6.4145739119279e-06,6.39161420216676e-06,6.68591399483362e-05,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,0.00107897999530878,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,0.00212646152827001,7.02718241926725e-05,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,7.16589036187746e-05,-9.21718366351689
"90","family",0.0204748621757561,6.36850484874801e-05,6.4145739119279e-06,6.39161420216676e-06,0.00128247986628172,0.000731872599954823,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,0.0131195425872409,6.70173910129679e-06,0.000215300204882453,6.19214217158426e-06,5.09541158187053e-06,0.0318041800536584,6.38834765387932e-06,0.00514754192018739,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-6.57136023794043
"91","farm",4.83208504469679e-05,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00139597874778623,6.19214217158426e-06,5.09541158187053e-06,0.000139114305587758,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,4.85248732175327
"92","father",0.00408970106964792,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,0.000280099390106167,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,0.000192660265373979,0.00623931910330731,6.94516789943397e-06,6.19214217158426e-06,5.60495274005758e-05,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-9.20177010834715
"93","feel",0.00452898152825671,0.00984802431610942,6.4145739119279e-06,0.00045380460835384,6.07810363166692e-06,0.00136435509374294,0.00930490607909962,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,0.00141406695037362,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,0.000634158882509212,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-9.34896136815646
"94","feeling",0.00101473785938633,5.78954986249819e-06,6.4145739119279e-06,0.00307436643124221,6.68591399483362e-05,9.03546419697311e-06,5.28387625161819e-06,0.0023147845419473,7.22308497959479e-06,6.21484727012834e-06,7.37191301142647e-05,0.00125707538979755,6.19214217158426e-06,5.09541158187053e-06,0.000404093935278725,0.000453572683425432,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,0.30896409487879
"95","feelings",0.00136616222627336,6.36850484874801e-05,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,0.000639349026445801,4.35929292268794e-06,0.000296146484163386,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,0.000107003643219281,6.62449074227419e-06,7.02718241926725e-05,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-7.61990352091896
"96","fighting",0.000487601309055767,5.78954986249819e-06,6.4145739119279e-06,0.000198140040267169,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,0.000151684784571491,6.21484727012834e-06,6.70173910129679e-06,0.00118762371080321,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,7.16589036187746e-05,1.28430389774743
"97","filled",0.00101473785938633,5.78954986249819e-06,6.4145739119279e-06,7.03077562238344e-05,6.07810363166692e-06,9.03546419697311e-06,0.000322316451348709,0.000309509797510844,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,7.28693981650161e-05,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,0.00190008764241893,6.51444578352496e-06,-7.19088179220441
"98","find",0.00167365854729952,0.0054479664206108,0.00154591231277462,6.39161420216676e-06,0.000796231575748367,0.000280099390106167,5.81226387678001e-05,4.35929292268794e-06,7.22308497959479e-06,0.000192660265373979,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,0.0016673587376625,0.000634158882509212,6.8575347162695e-06,7.011393514461e-06,0.00091853685547702,-7.91277993828168
"99","follow",0.00141009027213424,5.78954986249819e-06,0.000583726225985439,6.39161420216676e-06,6.68591399483362e-05,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,0.000192660265373979,6.70173910129679e-06,6.94516789943397e-06,6.81135638874269e-05,5.09541158187053e-06,7.28693981650161e-05,7.02718241926725e-05,0.000405633159082469,7.54328818789645e-05,7.011393514461e-06,0.000267092277124524,-7.66556223791066
"100","forever",0.00154187440971688,0.00180055000723694,6.4145739119279e-06,7.03077562238344e-05,0.000249202248898344,0.000280099390106167,0.00127341417663998,4.35929292268794e-06,7.22308497959479e-06,6.83633199714117e-05,6.70173910129679e-06,0.000284751883876793,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.7125328659071e-05,6.51444578352496e-06,-2.43690796647483
"101","found",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,0.00396919241954556,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,0.000135138080603326,7.94539347755427e-05,0.000316957210776545,6.70173910129679e-06,0.00403514254957114,6.19214217158426e-06,5.60495274005758e-05,6.62449074227419e-06,0.00556425080652889,5.71314308566858e-06,0.00302417280987485,0.000217353198948291,6.51444578352496e-06,9.84326160261617
"102","friend",4.39280458608799e-06,0.00156896801273701,6.4145739119279e-06,6.39161420216676e-06,0.00596261966266525,9.03546419697311e-06,5.28387625161819e-06,9.15451513764468e-05,7.22308497959479e-06,0.000441254156179112,6.70173910129679e-06,0.00341007743862208,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,0.00209113709651152,9.60044646352634
"103","fun",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,0.0026908695791122,6.07810363166692e-06,9.03546419697311e-06,0.000216638926316346,4.35929292268794e-06,7.22308497959479e-06,0.00330008390043815,0.00469791911000905,0.00632704795638434,6.19214217158426e-06,0.00234898473924231,6.62449074227419e-06,6.38834765387932e-06,0.000976947467649328,7.54328818789645e-05,7.011393514461e-06,0.000527670108465522,10.4921744930137
"104","game",4.39280458608799e-06,6.36850484874801e-05,7.0560313031207e-05,7.03077562238344e-05,0.000735450539431697,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.83633199714117e-05,6.70173910129679e-06,0.00250720561169566,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,0.000201947819289274,9.15672227609881
"105","general",0.00211293900590832,5.78954986249819e-06,7.0560313031207e-05,0.000965133744527181,6.07810363166692e-06,9.03546419697311e-06,0.000110961401283982,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-8.2490258345584
"106","give",0.0012783061345516,0.00180055000723694,6.4145739119279e-06,0.00070946917644051,6.07810363166692e-06,0.00145470973571267,5.28387625161819e-06,4.35929292268794e-06,0.000585069883347178,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,0.00240523323906647,0.000144008229041659,7.011393514461e-06,0.00098368131331227,-7.52400809369664
"107","given",0.00312328406070856,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,0.000189744748136436,0.000163800163800164,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.000284751883876793,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-3.45528649578969
"108","god",0.015379208855894,5.78954986249819e-06,7.0560313031207e-05,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,7.37191301142647e-05,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,0.000453572683425432,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-11.1126840972169
"109","godmother",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00125707538979755,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,8.16071313629485
"110","godparents",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.83633199714117e-05,6.70173910129679e-06,0.00132652706879189,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,7.54328818789645e-05,7.011393514461e-06,6.51444578352496e-06,8.23829607724739
"111","gods",0.00198115486832568,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,0.000110961401283982,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-8.15611637404374
"112","gold",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.68591399483362e-05,9.93901061667043e-05,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00271556064867868,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,9.27189204651899
"113","golden",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,0.000127640176265005,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00139597874778623,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,0.000723103481971271,8.31191894039057
"114","gospel",0.00162973050143864,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,0.000191956407319112,5.60495274005758e-05,6.62449074227419e-06,6.38834765387932e-06,0.00143399891450281,6.8575347162695e-06,0.000147239263803681,6.51444578352496e-06,-7.87440812740916
"115","grandma",4.39280458608799e-06,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.68591399483362e-05,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,0.00215994721672396,6.81135638874269e-05,5.09541158187053e-06,0.000139114305587758,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,8.94163801934224
"116","grateful",0.00426541325309144,5.78954986249819e-06,7.0560313031207e-05,7.03077562238344e-05,6.07810363166692e-06,0.00055116331601536,0.00539483765290217,4.35929292268794e-06,7.22308497959479e-06,6.21484727012834e-06,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-9.26246023620755
"117","happiness",0.00378220474862176,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,4.35929292268794e-06,7.22308497959479e-06,6.83633199714117e-05,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,0.000177107435655726,6.8575347162695e-06,7.011393514461e-06,0.000397381192795023,-9.0890021781852
"118","happy",0.00334292429001296,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,0.0230420908676493,9.03546419697311e-06,0.000163800163800164,4.35929292268794e-06,7.22308497959479e-06,0.00410801404555483,0.00851791039774822,6.94516789943397e-06,6.19214217158426e-06,0.000208911874856691,6.62449074227419e-06,0.00997221068770562,0.0026908903933499,6.8575347162695e-06,7.011393514461e-06,0.000462525650630272,-8.9108853942919
"119","heard",0.00101473785938633,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,5.28387625161819e-06,0.000876217877460276,7.22308497959479e-06,0.000254808738075262,6.70173910129679e-06,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,0.00192289264381768,5.71314308566858e-06,0.00137836447797017,7.011393514461e-06,6.51444578352496e-06,-7.19088179220441
"120","heart",0.00184937073074304,0.000411058040237372,0.000712017704223997,6.39161420216676e-06,6.07810363166692e-06,9.03546419697311e-06,0.00587038651554781,0.00157370474509035,7.22308497959479e-06,6.21484727012834e-06,0.00577019736621653,6.94516789943397e-06,6.19214217158426e-06,5.09541158187053e-06,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-8.05680917385475
"121","hearts",0.00123437808869072,5.78954986249819e-06,6.4145739119279e-06,6.39161420216676e-06,0.000127640176265005,0.000822227241924554,0.000586510263929619,4.35929292268794e-06,0.000296146484163386,6.21484727012834e-06,6.70173910129679e-06,7.63968468937737e-05,0.000439642094182482,5.60495274005758e-05,6.62449074227419e-06,6.38834765387932e-06,5.71314308566858e-06,6.8575347162695e-06,7.011393514461e-06,6.51444578352496e-06,-4.01412745237199
